,job_id,user,num_gpu,num_cpu,num_pod,duration,job_name,submit_time,group,gpu_type,wait_time,user_dur,group_dur,group_gpu_dur,read_count,write_count,num_inst,size,on_time,wasted,jct,resource,node
23682,23682,4,50,600,1.0,151,3e5fb00bf43aa67ee5c2b6d5,0,d57a3896094509dfe0c35d5a80f77d54,MISC,7,435.0,170.0,166.0,2872.061334769974,4314.033431085044,1,98150,0,0,-1,"[50, 600]",
23876,23876,24,100,1200,1.0,77,cab3e842ff37031c2792a850,0,e79a91dc7239f2204a7c6ccf48978d46,MISC,13,94.0,66.0,92.5,7280.055555555555,1080.6666666666667,1,100100,0,0,-1,"[100, 1200]",
24411,24411,5,50,600,1.0,1028,d894fd1af131ed7a296716b5,0,e3e8f6ba03b707663b5deafdacde07a1,MISC,44,345.0,1081.5,1149.0,7914.727272727273,995.821870701513,1,668200,0,0,-1,"[50, 600]",
24428,24428,5,50,600,1.0,430,d894fd1af131ed7a296716b5,0,77249e4f20d7cefba9c764982b6bccd8,MISC,45,345.0,519.0,538.0,7914.727272727273,995.821870701513,1,279500,0,0,-1,"[50, 600]",
24431,24431,5,50,600,1.0,690,d894fd1af131ed7a296716b5,0,dae4461d53fcdeaa53f8eb2d0c11ba89,MISC,51,345.0,676.0,682.5,7914.727272727273,995.821870701513,1,448500,0,0,-1,"[50, 600]",
24432,24432,5,50,600,1.0,262,d894fd1af131ed7a296716b5,0,18e58b869d420aeac237541126dcebf8,MISC,49,345.0,395.5,393.0,7914.727272727273,995.821870701513,1,170300,0,0,-1,"[50, 600]",
24440,24440,5,50,600,1.0,127,d894fd1af131ed7a296716b5,0,ed79163c0f3d265f58d90d15d59aab3b,MISC,44,345.0,143.0,137.5,7914.727272727273,995.821870701513,1,82550,0,0,-1,"[50, 600]",
24674,24674,5,50,600,1.0,364,d894fd1af131ed7a296716b5,0,a7b86039cefac54e3b65941cc529754e,MISC,41,345.0,628.0,611.0,7914.727272727273,995.821870701513,1,236600,0,0,-1,"[50, 600]",
24682,24682,5,50,600,1.0,436,d894fd1af131ed7a296716b5,0,a706dae264e5dc7466f3427a60ce29af,MISC,41,345.0,652.0,683.5,7914.727272727273,995.821870701513,1,283400,0,0,-1,"[50, 600]",
24683,24683,5,50,600,1.0,100,d894fd1af131ed7a296716b5,0,903f4029b7e0f458732b0552a5d5ab76,MISC,38,345.0,82.0,81.0,7914.727272727273,995.821870701513,1,65000,0,0,-1,"[50, 600]",
24692,24692,5,50,600,1.0,397,d894fd1af131ed7a296716b5,0,e45745535642c3cc94e4993fd6fabc71,MISC,43,345.0,528.0,527.0,7914.727272727273,995.821870701513,1,258050,0,0,-1,"[50, 600]",
24693,24693,5,50,600,1.0,587,d894fd1af131ed7a296716b5,0,c79fcc614d6bd1c0dfe573ab42565005,MISC,42,345.0,941.0,922.5,7914.727272727273,995.821870701513,1,381550,0,0,-1,"[50, 600]",
24756,24756,10,1000,12000,40.0,778,e8efa65aa22dff1e98ff15d7,0,4e277f5b72101d2a61e73ecfa1e708d5,MISC,11,816.0,728.5,724.0,5275.162420382166,2387.6296296296296,1,10114000,0,0,-1,"[1000, 12000]",
24805,24805,5,50,600,1.0,698,d894fd1af131ed7a296716b5,0,b6de8584bc04c131089739e2b17f0655,MISC,7,345.0,654.0,659.0,7914.727272727273,995.821870701513,1,453700,0,0,-1,"[50, 600]",
24810,24810,5,50,600,1.0,299,d894fd1af131ed7a296716b5,0,513772d0fd88351e7e9e67f87edc7fca,MISC,5,345.0,327.0,346.0,7914.727272727273,995.821870701513,1,194350,0,0,-1,"[50, 600]",
24814,24814,5,50,600,1.0,586,d894fd1af131ed7a296716b5,0,5682eb90ec5dcd93954604dd355e9735,MISC,14,345.0,608.0,590.0,7914.727272727273,995.821870701513,1,380900,0,0,-1,"[50, 600]",
24826,24826,5,50,600,1.0,169,d894fd1af131ed7a296716b5,0,303b1de5c24aafaaf77777b0bf8363ed,MISC,14,345.0,126.0,125.0,7914.727272727273,995.821870701513,1,109850,0,0,-1,"[50, 600]",
24828,24828,5,50,600,1.0,179,d894fd1af131ed7a296716b5,0,db65c6ec712a67009ffad4887aa9d7ad,MISC,13,345.0,134.0,132.5,7914.727272727273,995.821870701513,1,116350,0,0,-1,"[50, 600]",
24834,24834,5,50,600,1.0,355,d894fd1af131ed7a296716b5,0,730e57269a4d03f300d0f5da2dcb21e8,MISC,41,345.0,598.0,599.0,7914.727272727273,995.821870701513,1,230750,0,0,-1,"[50, 600]",
24927,24927,5,50,600,1.0,542,d894fd1af131ed7a296716b5,0,33a9bda689e218250f774592c3be766c,MISC,6,345.0,746.0,793.0,7914.727272727273,995.821870701513,1,352300,0,0,-1,"[50, 600]",
24930,24930,5,50,600,1.0,600,d894fd1af131ed7a296716b5,0,0fe5a589aa79fd7eb2a8a73ef040d7c6,MISC,10,345.0,614.0,620.5,7914.727272727273,995.821870701513,1,390000,0,0,-1,"[50, 600]",
24932,24932,5,50,600,1.0,176,d894fd1af131ed7a296716b5,0,57d8193b086af9a8fcec767dbffd7f0d,MISC,13,345.0,186.0,196.0,7914.727272727273,995.821870701513,1,114400,0,0,-1,"[50, 600]",
25167,25167,19,100,1000,1.0,7,59aa78d1d37936ce6cce7efd,0,7ddfc3dc63407cdf94c769a3857e8db2,T4,3,7.0,7.0,7.0,11947.0,9607.875,1,7700,0,0,-1,"[100, 1000]",
25398,25398,5,50,600,1.0,633,d894fd1af131ed7a296716b5,0,063a3cc4fb07ce4ff3054db19f059af8,MISC,6,345.0,559.5,565.0,7914.727272727273,995.821870701513,1,411450,0,0,-1,"[50, 600]",
25540,25540,5,50,600,1.0,986,d894fd1af131ed7a296716b5,0,2c228b1fc58273e699ed57412191bb74,MISC,12,345.0,574.0,559.0,7914.727272727273,995.821870701513,1,640900,0,0,-1,"[50, 600]",
25542,25542,5,50,600,1.0,1075,d894fd1af131ed7a296716b5,0,32d855318c19e73fe837ed92c4ffe773,MISC,8,345.0,1068.0,1058.5,7914.727272727273,995.821870701513,1,698750,0,0,-1,"[50, 600]",
25552,25552,5,50,600,1.0,1500,d894fd1af131ed7a296716b5,0,9b63e2c69d7efc3dde1e323e7e207266,MISC,8,345.0,1604.0,1604.0,7914.727272727273,995.821870701513,1,975000,0,0,-1,"[50, 600]",
25559,25559,5,50,600,1.0,239,d894fd1af131ed7a296716b5,0,44fc40fba5ed966794f9b00d44a8c040,MISC,5,345.0,281.0,279.0,7914.727272727273,995.821870701513,1,155350,0,0,-1,"[50, 600]",
25561,25561,5,50,600,1.0,117,d894fd1af131ed7a296716b5,0,8d5659bc8f3ce768f1f6c0dcf1492c51,MISC,5,345.0,101.0,101.5,7914.727272727273,995.821870701513,1,76050,0,0,-1,"[50, 600]",
25566,25566,5,50,600,1.0,608,d894fd1af131ed7a296716b5,0,650846b5f7126fbcff992b2339745156,MISC,13,345.0,667.5,668.0,7914.727272727273,995.821870701513,1,395200,0,0,-1,"[50, 600]",
25662,25662,0,50,600,1.0,486,fdca1b26347a096dc8cd73ec,0,0695ef420a4b04dc23ee342057aa0a26,MISC,10,937.0,526.5,486.0,2724.4435767195764,1338.1471555267144,1,315900,0,0,-1,"[50, 600]",
25685,25685,5,50,600,1.0,605,d894fd1af131ed7a296716b5,0,7cae52f99d7f7a61abb1b6ae9ee2011a,MISC,8,345.0,535.0,535.0,7914.727272727273,995.821870701513,1,393250,0,0,-1,"[50, 600]",
25687,25687,5,50,600,1.0,213,d894fd1af131ed7a296716b5,0,2b5a66dda760cad9537327e3f273fb6a,MISC,10,345.0,271.0,272.0,7914.727272727273,995.821870701513,1,138450,0,0,-1,"[50, 600]",
25688,25688,5,50,600,1.0,1006,d894fd1af131ed7a296716b5,0,1ce9be611e7b5dfc8e678adfed342912,MISC,9,345.0,1070.0,1070.0,7914.727272727273,995.821870701513,1,653900,0,0,-1,"[50, 600]",
25690,25690,5,50,600,1.0,316,d894fd1af131ed7a296716b5,0,2b5a66dda760cad9537327e3f273fb6a,MISC,12,345.0,271.0,272.0,7914.727272727273,995.821870701513,1,205400,0,0,-1,"[50, 600]",
25695,25695,5,50,600,1.0,638,d894fd1af131ed7a296716b5,0,05056188e85a3fdcd4c5c26865304a2e,MISC,11,345.0,535.0,535.0,7914.727272727273,995.821870701513,1,414700,0,0,-1,"[50, 600]",
25700,25700,5,50,600,1.0,614,d894fd1af131ed7a296716b5,0,bd5b57459ffc34f7759ca0265c3715be,MISC,9,345.0,652.0,655.5,7914.727272727273,995.821870701513,1,399100,0,0,-1,"[50, 600]",
25709,25709,5,50,600,1.0,844,d894fd1af131ed7a296716b5,0,4d796a2fffbb0e87251903b9c2ad643d,MISC,7,345.0,844.0,848.0,7914.727272727273,995.821870701513,1,548600,0,0,-1,"[50, 600]",
25828,25828,5,50,600,1.0,484,d894fd1af131ed7a296716b5,0,595c19aa6bb0ae9814e3f12e102b01fe,MISC,8,345.0,346.0,352.0,7914.727272727273,995.821870701513,1,314600,0,0,-1,"[50, 600]",
25831,25831,5,50,600,1.0,980,d894fd1af131ed7a296716b5,0,9812c4654e1f047763a282cdcd9a7e38,MISC,7,345.0,914.5,917.5,7914.727272727273,995.821870701513,1,637000,0,0,-1,"[50, 600]",
25840,25840,5,50,600,1.0,630,d894fd1af131ed7a296716b5,0,2346f47f31033e395fc9bece28f55e8a,MISC,5,345.0,665.0,665.0,7914.727272727273,995.821870701513,1,409500,0,0,-1,"[50, 600]",
26033,26033,5,50,600,1.0,369,d894fd1af131ed7a296716b5,0,5a61e8f40d6b26eff7557a30122b9678,MISC,5,345.0,344.0,367.5,7914.727272727273,995.821870701513,1,239850,0,0,-1,"[50, 600]",
26062,26062,7,50,600,1.0,338,4338499d3c24cc35be17b44c,0,06f1f9a84fc2c9d65707671b2fbf8bb6,MISC,11,436.0,276.0,276.0,3987.3481058112393,2143.128573005187,1,219700,0,0,-1,"[50, 600]",
26519,26519,2,1000,12000,20.0,529,1ccc18d7d13073b642b3a016,0,306773edef9878441e9865a1c7194db6,T4,2,386.0,642.5,642.5,3003.4444444444453,945.6428571428572,1,6877000,0,0,-1,"[1000, 12000]",
26566,26566,2,50,600,1.0,245,1ccc18d7d13073b642b3a016,0,c62373cc52b513767480827804b74221,T4,3,386.0,235.0,235.0,3003.4444444444453,945.6428571428572,1,159250,0,0,-1,"[50, 600]",
26574,26574,2,50,600,1.0,185,1ccc18d7d13073b642b3a016,0,5ce72cfb3225f5321c8c68176cbcee10,T4,3,386.0,154.0,154.0,3003.4444444444453,945.6428571428572,1,120250,0,0,-1,"[50, 600]",
26597,26597,2,1000,12000,20.0,541,1ccc18d7d13073b642b3a016,0,9a2c1c725d2758f489725ce55b36feb0,T4,3,386.0,655.0,655.0,3003.4444444444453,945.6428571428572,1,7033000,0,0,-1,"[1000, 12000]",
27332,27332,20,50,600,1.0,11858,07a7440f33d2bfb59804064b,0,d670f7cfa86777bbf2a1ba14599d3d63,T4,3,1205.5,12750.0,12638.0,2916.910652920962,2250.415735359857,1,7707700,0,0,-1,"[50, 600]",
27355,27355,28,5000,60000,100.0,7694,36dee9eabb9570587bc26052,0,af5d426a1be2e03611bde51ab37da6ff,MISC,398,3051.0,27661.5,7694.0,5330.531936555568,19509.364041408466,1,500110000,0,0,-1,"[5000, 60000]",
27592,27592,1,50,600,1.0,28551,8ccb9c9fe88b53537e096dd9,0,8a139dca5a7b134e1c60abf487863672,MISC,8,7180.0,29491.0,29348.0,1975.2819939932187,1470.2898442789435,1,18558150,0,0,-1,"[50, 600]",
27593,27593,1,50,600,1.0,29065,8ccb9c9fe88b53537e096dd9,0,97034d9cdd0cdf3621372076fb6e9464,MISC,8,7180.0,28689.0,28689.0,1975.2819939932187,1470.2898442789435,1,18892250,0,0,-1,"[50, 600]",
27600,27600,1,50,600,1.0,30950,8ccb9c9fe88b53537e096dd9,0,83c0de2821d4126b5311080728711240,MISC,6,7180.0,29889.0,30077.0,1975.2819939932187,1470.2898442789435,1,20117500,0,0,-1,"[50, 600]",
27874,27874,5,50,600,1.0,672,d894fd1af131ed7a296716b5,0,f506e4652ca66c606efa9c66e3268f2a,MISC,5,345.0,871.5,872.0,7914.727272727273,995.821870701513,1,436800,0,0,-1,"[50, 600]",
27881,27881,5,50,600,1.0,290,d894fd1af131ed7a296716b5,0,2e6ae341c7193f86e94faf9bd22347ff,MISC,13,345.0,240.0,219.5,7914.727272727273,995.821870701513,1,188500,0,0,-1,"[50, 600]",
27884,27884,5,50,600,1.0,324,d894fd1af131ed7a296716b5,0,1b5e401c74916ff131630fdff0b200bf,MISC,15,345.0,221.5,211.0,7914.727272727273,995.821870701513,1,210600,0,0,-1,"[50, 600]",
27889,27889,5,50,600,1.0,141,d894fd1af131ed7a296716b5,0,60d8d83c32da7678440b29fbfb241aec,MISC,8,345.0,230.0,230.0,7914.727272727273,995.821870701513,1,91650,0,0,-1,"[50, 600]",
27892,27892,5,50,600,1.0,2240,d894fd1af131ed7a296716b5,0,1acba10811f505042b2fe8d8c32fedbe,MISC,6,345.0,3006.5,3233.0,7914.727272727273,995.821870701513,1,1456000,0,0,-1,"[50, 600]",
28206,28206,1,50,600,1.0,6878,8ccb9c9fe88b53537e096dd9,0,faccd89f7cbdbd3ddff015f584b8e2c2,MISC,9,7180.0,7376.0,7546.0,1975.2819939932187,1470.2898442789435,1,4470700,0,0,-1,"[50, 600]",
28228,28228,1,50,600,1.0,6257,8ccb9c9fe88b53537e096dd9,0,fc9a710610c8b7fe206f1b61bb4e13e0,MISC,11,7180.0,6168.0,6102.5,1975.2819939932187,1470.2898442789435,1,4067050,0,0,-1,"[50, 600]",
28296,28296,5,50,600,1.0,2313,d894fd1af131ed7a296716b5,0,396f988f211ea55fc582a17b1131404a,MISC,8,345.0,4495.5,4176.0,7914.727272727273,995.821870701513,1,1503450,0,0,-1,"[50, 600]",
28337,28337,2,500,6000,10.0,257,1ccc18d7d13073b642b3a016,0,765e22453d27266bd57be9da347f40a2,T4,3,386.0,369.0,369.0,3003.4444444444453,945.6428571428572,1,1670500,0,0,-1,"[500, 6000]",
28351,28351,2,500,6000,10.0,188,1ccc18d7d13073b642b3a016,0,f1d2ac75edd0f0e2a0f80a1e6d140717,T4,3,386.0,205.0,206.0,3003.4444444444453,945.6428571428572,1,1222000,0,0,-1,"[500, 6000]",
28361,28361,2,500,6000,10.0,202,1ccc18d7d13073b642b3a016,0,b071466d04964068996bcecd4478a46d,T4,3,386.0,209.5,209.5,3003.4444444444453,945.6428571428572,1,1313000,0,0,-1,"[500, 6000]",
28378,28378,2,500,6000,10.0,387,1ccc18d7d13073b642b3a016,0,16f9fc4a7fbba65dca8487f3e811a0c5,T4,69,386.0,402.0,402.5,3003.4444444444453,945.6428571428572,1,2515500,0,0,-1,"[500, 6000]",
28396,28396,2,500,6000,10.0,17517,1ccc18d7d13073b642b3a016,0,129e695ae942b66acf4c09934238b412,T4,73,386.0,18583.0,18602.0,3003.4444444444453,945.6428571428572,1,113860500,0,0,-1,"[500, 6000]",
28444,28444,2,500,6000,10.0,1839,1ccc18d7d13073b642b3a016,0,3534da1acfeab3b81d4217007b85431b,T4,14,386.0,1963.0,1963.0,3003.4444444444453,945.6428571428572,1,11953500,0,0,-1,"[500, 6000]",
28448,28448,2,500,6000,10.0,5127,1ccc18d7d13073b642b3a016,0,84e0bd9c70e08bcad2ff9430fde69094,T4,9,386.0,5290.0,5290.0,3003.4444444444453,945.6428571428572,1,33325500,0,0,-1,"[500, 6000]",
28475,28475,2,500,6000,10.0,5671,1ccc18d7d13073b642b3a016,0,ad22f6dba1f4015aa72b34da9397fc95,T4,10,386.0,5770.0,5770.0,3003.4444444444453,945.6428571428572,1,36861500,0,0,-1,"[500, 6000]",
28508,28508,2,500,6000,10.0,186,1ccc18d7d13073b642b3a016,0,64249ec854ba5cfc48afe91c5cace647,T4,8,386.0,200.5,200.5,3003.4444444444453,945.6428571428572,1,1209000,0,0,-1,"[500, 6000]",
28711,28711,2,500,6000,10.0,748,1ccc18d7d13073b642b3a016,0,d593f15657e54a1a45a77701b6a7c44d,T4,3,386.0,799.5,799.5,3003.4444444444453,945.6428571428572,1,4862000,0,0,-1,"[500, 6000]",
28756,28756,24,100,1200,1.0,49,cab3e842ff37031c2792a850,0,b67efe86fdda4323f752ecab061fbd93,T4,2,94.0,48.0,47.0,9201.6,1265.2857142857142,1,63700,0,0,-1,"[100, 1200]",
28861,28861,9,5000,60000,100.0,2554,0272670bed9659e6a76e6998,0,a3831398116e3def07e6ca93aee8f6e5,MISC,4,1266.0,2415.0,2148.0,6238.074074074074,4114.0,1,166010000,0,0,-1,"[5000, 60000]",
28944,28944,5,50,600,1.0,3019,d894fd1af131ed7a296716b5,0,ee1ab478a5961a9c08ab2a60ecfd7ea2,MISC,41,345.0,4004.0,3590.0,7914.727272727273,995.821870701513,1,1962350,0,0,-1,"[50, 600]",
29096,29096,2,500,6000,10.0,28499,1ccc18d7d13073b642b3a016,0,88f7118abb1d16cd99ba73aeafcb9df1,T4,3,386.0,22754.0,22754.0,3003.4444444444453,945.6428571428572,1,185243500,0,0,-1,"[500, 6000]",
29183,29183,4,50,600,1.0,148,3e5fb00bf43aa67ee5c2b6d5,0,d57a3896094509dfe0c35d5a80f77d54,MISC,5,435.0,170.0,166.0,2872.061334769974,4314.033431085044,1,96200,0,0,-1,"[50, 600]",
29312,29312,21,800,9600,16.0,13339,7cc6edae55387addd38604b5,0,37208ef12ed179f1eeb3c54685f84181,T4,3,956.0,2863.5,2863.5,542.8506097560977,374.7634069400631,1,138725600,0,0,-1,"[800, 9600]",
29350,29350,5,50,600,1.0,2720,d894fd1af131ed7a296716b5,0,1990cdca30db2344cc0e38a49301f462,MISC,11,345.0,4948.5,6320.0,7914.727272727273,995.821870701513,1,1768000,0,0,-1,"[50, 600]",
29355,29355,5,50,600,1.0,2516,d894fd1af131ed7a296716b5,0,638a657b3f67a5512a3119ce4eb1443d,MISC,11,345.0,4824.0,5980.0,7914.727272727273,995.821870701513,1,1635400,0,0,-1,"[50, 600]",
29546,29546,2,1000,12000,20.0,2585,1ccc18d7d13073b642b3a016,0,124b996fd3434325a5db61aaf3d374ff,T4,3,386.0,2197.0,2197.0,3003.4444444444453,945.6428571428572,1,33605000,0,0,-1,"[1000, 12000]",
29565,29565,6,50,600,1.0,45,27fe3bcbb296170406b340f5,0,52f087b1fee74bd09dcf73be267dd8f7,T4,3,598.0,46.0,46.0,7059.099462365592,6241.3239759887,1,29250,0,0,-1,"[50, 600]",
29579,29579,6,50,600,1.0,56,27fe3bcbb296170406b340f5,0,58a8c2427b35171316efdf8626dc4e61,T4,3,598.0,46.0,46.0,7059.099462365592,6241.3239759887,1,36400,0,0,-1,"[50, 600]",
29878,29878,2,500,6000,10.0,5837,1ccc18d7d13073b642b3a016,0,c58de220c68133c7919f3f64499ad216,T4,2,386.0,5704.0,5704.0,3003.4444444444453,945.6428571428572,1,37940500,0,0,-1,"[500, 6000]",
29886,29886,22,1000,12000,20.0,2434,0381d6db958250b056960f1d,0,17f414ff2bc6f2bac097d8ddb73ed01e,T4,2403,3123.5,44.0,33.0,7468.122727272727,1580.344647545628,1,31642000,0,0,-1,"[1000, 12000]",
30006,30006,5,50,600,1.0,4016,d894fd1af131ed7a296716b5,0,f78a560b0c6b92132e64cf88ca6ebb22,MISC,10,345.0,4158.0,4288.0,7914.727272727273,995.821870701513,1,2610400,0,0,-1,"[50, 600]",
30059,30059,5,50,600,1.0,4033,d894fd1af131ed7a296716b5,0,ce69d365e63094ee69253d86dd4b9ebe,MISC,14,345.0,4150.0,4427.0,7914.727272727273,995.821870701513,1,2621450,0,0,-1,"[50, 600]",
30075,30075,5,50,600,1.0,3886,d894fd1af131ed7a296716b5,0,258a20bdb482bbe404175e55b3c37d4a,MISC,12,345.0,4099.0,4647.0,7914.727272727273,995.821870701513,1,2525900,0,0,-1,"[50, 600]",
30110,30110,5,50,600,1.0,3908,d894fd1af131ed7a296716b5,0,1ced7abcd91e0c827ea133d59d878003,MISC,12,345.0,4162.5,4320.5,7914.727272727273,995.821870701513,1,2540200,0,0,-1,"[50, 600]",
30592,30592,29,400,4800,8.0,2319,4fa2a95d7c794171b866dfa5,0,4fe8acb6e454cd62232d6b8af5ea91d2,MISC,121,2659.0,2972.5,2972.5,9512.584928631968,4477.4373386714215,1,12058800,0,0,-1,"[400, 4800]",
30629,30629,10,50,600,1.0,29,e8efa65aa22dff1e98ff15d7,0,e110cbb353b36880c48d5f2a4e1dd4d9,MISC,7,816.0,33.0,33.0,5275.162420382166,2387.6296296296296,1,18850,0,0,-1,"[50, 600]",
30670,30670,1,50,600,1.0,58447,8ccb9c9fe88b53537e096dd9,0,60590a57ec9c84c20f3f7b4a3ebc2f52,MISC,12,7180.0,52681.0,53681.0,1975.2819939932187,1470.2898442789435,1,37990550,0,0,-1,"[50, 600]",
30676,30676,1,50,600,1.0,60624,8ccb9c9fe88b53537e096dd9,0,ebb378b5296f1d1fd46bf37c4b2f5687,MISC,11,7180.0,52842.0,52842.0,1975.2819939932187,1470.2898442789435,1,39405600,0,0,-1,"[50, 600]",
30690,30690,1,50,600,1.0,52815,8ccb9c9fe88b53537e096dd9,0,aadf6b116f967a329713633307bbc153,MISC,6,7180.0,53992.5,52226.5,1975.2819939932187,1470.2898442789435,1,34329750,0,0,-1,"[50, 600]",
30697,30697,1,50,600,1.0,51515,8ccb9c9fe88b53537e096dd9,0,7501a5da1fc30081c74b697b5a4f9eb2,MISC,8,7180.0,55973.0,53756.0,1975.2819939932187,1470.2898442789435,1,33484750,0,0,-1,"[50, 600]",
30719,30719,1,50,600,1.0,57762,8ccb9c9fe88b53537e096dd9,0,2653b5aecfb6dc80f6986e64dd7d5bd4,MISC,8,7180.0,52840.0,51310.5,1975.2819939932187,1470.2898442789435,1,37545300,0,0,-1,"[50, 600]",
30721,30721,1,50,600,1.0,58426,8ccb9c9fe88b53537e096dd9,0,0a9c9e7b4d4ef01ff43af0076158fed6,MISC,8,7180.0,55368.0,54209.5,1975.2819939932187,1470.2898442789435,1,37976900,0,0,-1,"[50, 600]",
30722,30722,1,50,600,1.0,58452,8ccb9c9fe88b53537e096dd9,0,5e10a0354174176bb357edd3ab81ac72,MISC,8,7180.0,53479.0,52667.0,1975.2819939932187,1470.2898442789435,1,37993800,0,0,-1,"[50, 600]",
30750,30750,5,50,600,1.0,11665,d894fd1af131ed7a296716b5,0,913a3e7c85218fa13d9da3a3f52f7fde,MISC,9,345.0,13458.0,13458.0,7914.727272727273,995.821870701513,1,7582250,0,0,-1,"[50, 600]",
30753,30753,5,50,600,1.0,11385,d894fd1af131ed7a296716b5,0,fb9b12b9b3f95dd49aa6a9eeead8fd5b,MISC,8,345.0,13676.0,13286.0,7914.727272727273,995.821870701513,1,7400250,0,0,-1,"[50, 600]",
30754,30754,26,50,600,1.0,1077,0e113fe8f6b4153745d87b60,0,affaacdcf371018549f19d5144c4ddc4,MISC,7,1441.0,1436.5,1146.0,2075.487452732898,1731.6819484240689,1,700050,0,0,-1,"[50, 600]",
30756,30756,5,50,600,1.0,11519,d894fd1af131ed7a296716b5,0,9937b23a9efd6e8aae17a99d4b6d328a,MISC,12,345.0,13522.5,13326.5,7914.727272727273,995.821870701513,1,7487350,0,0,-1,"[50, 600]",
30777,30777,26,50,600,1.0,1081,0e113fe8f6b4153745d87b60,0,afc93cab8823815c5abcb39896271556,MISC,11,1441.0,1792.0,1567.0,2075.487452732898,1731.6819484240689,1,702650,0,0,-1,"[50, 600]",
30793,30793,5,50,600,1.0,11838,d894fd1af131ed7a296716b5,0,c10628f88794e88d9e28bd4ce886d64b,MISC,11,345.0,13602.0,13666.5,7914.727272727273,995.821870701513,1,7694700,0,0,-1,"[50, 600]",
30809,30809,26,50,600,1.0,826,0e113fe8f6b4153745d87b60,0,d9a4e7e6b5493e07fc2c0ececc0e727d,MISC,9,1441.0,1676.0,1646.0,2075.487452732898,1731.6819484240689,1,536900,0,0,-1,"[50, 600]",
30818,30818,5,50,600,1.0,11469,d894fd1af131ed7a296716b5,0,7b7b9f7938b02005311365f1c227d143,MISC,10,345.0,13647.0,13632.0,7914.727272727273,995.821870701513,1,7454850,0,0,-1,"[50, 600]",
30824,30824,5,50,600,1.0,11479,d894fd1af131ed7a296716b5,0,c665bf149e1e9be69bd59f313ae3b3fa,MISC,12,345.0,13507.5,13392.0,7914.727272727273,995.821870701513,1,7461350,0,0,-1,"[50, 600]",
30826,30826,30,50,600,1.0,85,bf93958162c6935138d0600a,0,3b166774a8bb07a4c6792f3ac30ed3a3,MISC,12,136.0,116.5,78.0,3631.2413793103447,1700.2824040550329,1,55250,0,0,-1,"[50, 600]",
31220,31220,18,1600,16000,80.0,718,4d8fee7f10bd7edbb75b96b3,0,37e91384a23abd132173993af1cf1d01,MISC,11,1515.0,872.5,824.0,2691.0274864989224,1519.4008924865088,1,12636800,0,0,-1,"[1600, 16000]",
31587,31587,0,50,600,1.0,198,fdca1b26347a096dc8cd73ec,0,aa7b9b0e05c06157d107a5e867674656,MISC,3,937.0,198.5,167.0,2724.4435767195764,1338.1471555267144,1,128700,0,0,-1,"[50, 600]",
31594,31594,0,50,600,1.0,972,fdca1b26347a096dc8cd73ec,0,3b1248187cb9c9227c9e49da48b69f7c,MISC,14,937.0,810.0,765.0,2724.4435767195764,1338.1471555267144,1,631800,0,0,-1,"[50, 600]",
31764,31764,22,1500,18000,30.0,135,0381d6db958250b056960f1d,0,c94c89b216436e81d23813d42f100e51,T4,2,3123.5,205.0,163.0,7468.122727272727,1580.344647545628,1,2632500,0,0,-1,"[1500, 18000]",
31929,31929,22,250,3000,5.0,21320,0381d6db958250b056960f1d,0,7b569a94742292bdf13e02c388ee973e,T4,2,3123.5,22626.0,22594.0,7468.122727272727,1580.344647545628,1,69290000,0,0,-1,"[250, 3000]",
32045,32045,28,1500,18000,30.0,65,36dee9eabb9570587bc26052,0,1c7a1715551981959a48499465b0742f,MISC,7,3051.0,3370.0,205.0,5330.531936555568,19509.364041408466,1,1267500,0,0,-1,"[1500, 18000]",
32261,32261,10,2500,30000,50.0,3718,e8efa65aa22dff1e98ff15d7,0,9396e72ea1919e1ec6020a7193ec99c4,MISC,12,816.0,3364.5,3457.0,5275.162420382166,2387.6296296296296,1,120835000,0,0,-1,"[2500, 30000]",
32552,32552,4,50,600,1.0,172,3e5fb00bf43aa67ee5c2b6d5,0,d57a3896094509dfe0c35d5a80f77d54,MISC,7,435.0,170.0,166.0,2872.061334769974,4314.033431085044,1,111800,0,0,-1,"[50, 600]",
32785,32785,5,50,600,1.0,526,d894fd1af131ed7a296716b5,0,57af78bb2c6e097bc8b374c9764273d0,MISC,10,345.0,537.5,537.5,7914.727272727273,995.821870701513,1,341900,0,0,-1,"[50, 600]",
32786,32786,5,50,600,1.0,926,d894fd1af131ed7a296716b5,0,ef1b2e25db3d272bc8649f841fe3288a,MISC,8,345.0,944.0,926.0,7914.727272727273,995.821870701513,1,601900,0,0,-1,"[50, 600]",
32792,32792,5,50,600,1.0,1044,d894fd1af131ed7a296716b5,0,485ee0be4cb2f1b013c98efc5ac9b3d7,MISC,15,345.0,839.0,907.0,7914.727272727273,995.821870701513,1,678600,0,0,-1,"[50, 600]",
32793,32793,5,50,600,1.0,245,d894fd1af131ed7a296716b5,0,83f9c715e85df8cadb94cba20176f4bd,MISC,12,345.0,245.0,264.0,7914.727272727273,995.821870701513,1,159250,0,0,-1,"[50, 600]",
32797,32797,5,50,600,1.0,1412,d894fd1af131ed7a296716b5,0,63cb7651921dd0140e25601efef7a370,MISC,11,345.0,1604.0,1602.5,7914.727272727273,995.821870701513,1,917800,0,0,-1,"[50, 600]",
