alpha,Edge_0_initial,Edge_0_final,Edge_0_usage,Edge_1_initial,Edge_1_final,Edge_1_usage,Edge_2_initial,Edge_2_final,Edge_2_usage,Edge_3_initial,Edge_3_final,Edge_3_usage,Edge_4_initial,Edge_4_final,Edge_4_usage,Edge_5_initial,Edge_5_final,Edge_5_usage,Edge_6_initial,Edge_6_final,Edge_6_usage,Edge_7_initial,Edge_7_final,Edge_7_usage,Edge_8_initial,Edge_8_final,Edge_8_usage,Edge_9_initial,Edge_9_final,Edge_9_usage,Edge_10_initial,Edge_10_final,Edge_10_usage,Edge_11_initial,Edge_11_final,Edge_11_usage,Edge_12_initial,Edge_12_final,Edge_12_usage,Edge_13_initial,Edge_13_final,Edge_13_usage,Edge_14_initial,Edge_14_final,Edge_14_usage
1.0,79147,4708,94,79147,6190,92,79147,5344,93,79147,4339,95,79147,7789,90,79147,3846,95,79147,2253,97,79147,3085,96,79147,5723,93,79147,6209,92,79147,-112139,242,79147,-114454,245,79147,-71550,190,79147,-54718,169,79147,-169612,314
1.0,79147,4529,94,79147,3517,96,79147,3550,96,79147,1911,98,79147,2246,97,79147,4661,94,79147,2764,97,79147,8967,89,79147,2415,97,79147,2083,97,79147,-113458,243,79147,-120716,253,79147,-56540,171,79147,-61937,178,79147,-176796,323
1.0,66293,3349,95,66293,5703,91,66293,6760,90,66293,4717,93,66293,3717,94,66293,5896,91,66293,6025,91,66293,4845,93,66293,5499,92,66293,2759,96,66293,-92115,239,66293,-73912,211,66293,-51105,177,66293,-43076,165,66293,-143584,317
1.0,79147,5783,93,79147,5869,93,79147,4710,94,79147,4305,95,79147,-721,101,79147,2864,96,79147,1731,98,79147,3072,96,79147,443,99,79147,2593,97,79147,-110606,240,79147,-107787,236,79147,-56877,172,79147,-52033,166,79147,-192561,343
1.0,79147,4524,94,79147,4087,95,79147,5530,93,79147,6400,92,79147,1003,99,79147,2147,97,79147,1028,99,79147,6284,92,79147,1948,98,79147,2525,97,79147,-122827,255,79147,-123552,256,79147,-65685,183,79147,-63546,180,79147,-202270,356
1.0,67522,6236,91,67522,4738,93,67522,7334,89,67522,5740,91,67522,3299,95,67522,4520,93,67522,5033,93,67522,3712,95,67522,2078,97,67522,4020,94,67522,-86939,229,67522,-93318,238,67522,-44484,166,67522,-51093,176,67522,-145396,315
1.0,79147,3088,96,79147,3290,96,79147,6360,92,79147,4129,95,79147,4200,95,79147,4855,94,79147,3815,95,79147,5584,93,79147,6550,92,79147,6315,92,79147,-112785,242,79147,-96258,222,79147,-45862,158,79147,-59426,175,79147,-165997,310
1.0,41346,4197,90,41346,2371,94,41346,3334,92,41346,2179,95,41346,2890,93,41346,4100,90,41346,4350,89,41346,2490,94,41346,4092,90,41346,2169,95,41346,-52434,227,41346,-48392,217,41346,-20415,149,41346,-17931,143,41346,-82313,299
1.0,79147,4062,95,79147,6010,92,79147,7876,90,79147,9429,88,79147,5951,92,79147,4225,95,79147,-46,100,79147,4436,94,79147,3654,95,79147,4463,94,79147,-87231,210,79147,-107633,236,79147,-55428,170,79147,-51036,164,79147,-170150,315
1.0,79147,6643,92,79147,5075,94,79147,3921,95,79147,1154,99,79147,6842,91,79147,3871,95,79147,1741,98,79147,5907,93,79147,3355,96,79147,-805,101,79147,-114779,245,79147,-106504,235,79147,-65570,183,79147,-68099,186,79147,-186237,335
1.0,79147,2516,97,79147,3194,96,79147,3888,95,79147,2760,97,79147,6651,92,79147,4980,94,79147,3927,95,79147,3370,96,79147,6909,91,79147,4572,94,79147,-101563,228,79147,-99937,226,79147,-48806,162,79147,-65043,182,79147,-164142,307
1.0,79147,6159,92,79147,4720,94,79147,1227,98,79147,908,99,79147,7076,91,79147,4408,94,79147,2697,97,79147,4524,94,79147,395,100,79147,565,99,79147,-110090,239,79147,-122200,254,79147,-61239,177,79147,-53462,168,79147,-176725,323
1.0,74233,4968,93,74233,8116,89,74233,1753,98,74233,1957,97,74233,6329,91,74233,4908,93,74233,6309,92,74233,3665,95,74233,6089,92,74233,4792,94,74233,-95220,228,74233,-103454,239,74233,-58255,178,74233,-58479,179,74233,-156075,310
1.0,62267,-237,100,62267,4894,92,62267,7185,88,62267,4696,92,62267,-1772,103,62267,7275,88,62267,4807,92,62267,5521,91,62267,5194,92,62267,4354,93,62267,-74051,219,62267,-89886,244,62267,-41941,167,62267,-45060,172,62267,-139026,323
1.0,79147,6807,91,79147,6915,91,79147,4686,94,79147,4874,94,79147,3980,95,79147,7707,90,79147,2970,96,79147,3634,95,79147,6413,92,79147,6070,92,79147,-94371,219,79147,-113318,243,79147,-53547,168,79147,-47086,159,79147,-194411,346
1.0,79147,6370,92,79147,3186,96,79147,3705,95,79147,4449,94,79147,7694,90,79147,4867,94,79147,3189,96,79147,2928,96,79147,9914,87,79147,3039,96,79147,-107707,236,79147,-122672,255,79147,-56999,172,79147,-68780,187,79147,-169793,315
1.0,54851,3599,93,54851,1814,97,54851,3648,93,54851,825,98,54851,3101,94,54851,6265,89,54851,4868,91,54851,3080,94,54851,3495,94,54851,5478,90,54851,-59850,209,54851,-51745,194,54851,-42348,177,54851,-43031,178,54851,-108656,298
1.0,79147,5740,93,79147,-575,101,79147,4952,94,79147,3245,96,79147,4316,95,79147,7492,91,79147,3964,95,79147,6415,92,79147,1618,98,79147,4163,95,79147,-130924,265,79147,-98650,225,79147,-64520,182,79147,-65500,183,79147,-188266,338
1.0,79147,6956,91,79147,4195,95,79147,4095,95,79147,5556,93,79147,6779,91,79147,4361,94,79147,6005,92,79147,4743,94,79147,5154,93,79147,4196,95,79147,-110195,239,79147,-101989,229,79147,-61073,177,79147,-42067,153,79147,-154304,295
1.0,79147,6545,92,79147,3028,96,79147,7583,90,79147,5388,93,79147,3325,96,79147,7259,91,79147,4508,94,79147,5558,93,79147,3454,96,79147,2070,97,79147,-106170,234,79147,-102205,229,79147,-64361,181,79147,-55057,170,79147,-163210,306
1.0,79147,3824,95,79147,7057,91,79147,6432,92,79147,4274,95,79147,1474,98,79147,5178,93,79147,2542,97,79147,6084,92,79147,1523,98,79147,3527,96,79147,-114143,244,79147,-98199,224,79147,-50356,164,79147,-54607,169,79147,-168838,313
1.0,79147,-2335,103,79147,2152,97,79147,4198,95,79147,1356,98,79147,1465,98,79147,1644,98,79147,3263,96,79147,-351,100,79147,1384,98,79147,3280,96,79147,-134459,270,79147,-125838,259,79147,-68769,187,79147,-78142,199,79147,-190451,341
1.0,79147,4511,94,79147,1353,98,79147,4993,94,79147,5368,93,79147,2601,97,79147,860,99,79147,7151,91,79147,2471,97,79147,2561,97,79147,7115,91,79147,-115014,245,79147,-119183,251,79147,-52443,166,79147,-61621,178,79147,-190001,340
1.0,79147,-1752,102,79147,6146,92,79147,405,99,79147,3060,96,79147,5208,93,79147,4061,95,79147,2025,97,79147,4541,94,79147,3968,95,79147,1144,99,79147,-93950,219,79147,-105765,234,79147,-53650,168,79147,-68216,186,79147,-169847,315
